Lasso,Fast,FSite6,LassoFast/FSite6_clouds_5t.annotation.csv
Lasso,Fast,LongHornBeetle,LassoFast/LongHornBeetle_tail_zr.annotation.csv
Lasso,Fast,Site20,LassoFast/Site20_post_ta.annotation.csv
Lasso,Fast,office2,LassoFast/Office2_whiteboard_ki.annotation.csv
Lasso,Fast,CSite4,LassoFast/CSite4_farm_7f.annotation.csv
Lasso,Fast,Lobby,LassoFast/Lobby_facade_d1.annotation.csv
Lasso,Fast,FSite8,LassoFast/FSite8_bridge_1k.annotation.csv
Lasso,Fast,office2,LassoFast/Office2_plants_jl.annotation.csv
Lasso,Fast,Site20,LassoFast/Site20_train_tl.annotation.csv
Lasso,Precise,FSite6,LassoFast/FSite6_clouds_5t.annotation.csv
Lasso,Precise,LongHornBeetle,LassoFast/LongHornBeetle_tail_zr.annotation.csv
Lasso,Precise,Site20,LassoFast/Site20_post_ta.annotation.csv
Lasso,Precise,Lobby,LassoFast/Lobby_facade_d1.annotation.csv
Lasso,Precise,Site20,LassoFast/Site20_train_tl.annotation.csv
Lasso,Precise,office2,LassoFast/Office2_plants_jl.annotation.csv
Lasso,Precise,Lobby,SliceNSwipe/Lobby_stairs_sk.annotation.csv
Lasso,Precise,office2,Bubble/Office2_chairs_2e.annotation.csv
Lasso,Precise,LongHornBeetle,Bubble/LongHornBeetle_legsections_lp.annotation.csv
Lasso,Both,FSite6,LassoFast/FSite6_clouds_5t.annotation.csv
Lasso,Both,LongHornBeetle,LassoFast/LongHornBeetle_tail_zr.annotation.csv
Lasso,Both,Site20,LassoFast/Site20_post_ta.annotation.csv
Lasso,Both,Lobby,LassoFast/Lobby_facade_d1.annotation.csv
Lasso,Both,Site20,LassoFast/Site20_train_tl.annotation.csv
Lasso,Both,office2,LassoFast/Office2_plants_jl.annotation.csv
Lasso,Both,Lobby,SliceNSwipe/Lobby_stairs_sk.annotation.csv
Lasso,Both,office2,Bubble/Office2_chairs_2e.annotation.csv
Lasso,Both,LongHornBeetle,Bubble/LongHornBeetle_legsections_lp.annotation.csv
